compsyn_id,component_id,component_synonym,syn_type
1162614,92,Prothrombin,UNIPROT
1162618,92,Thrombin heavy chain,UNIPROT
1162617,92,Thrombin light chain,UNIPROT
1162670,93,3.4.21.7,EC_NUMBER
1162666,93,Activation peptide,UNIPROT
1162667,93,Angiostatin,UNIPROT
1162665,93,Plasmin heavy chain A,UNIPROT
1162668,93,"Plasmin heavy chain A, short form",UNIPROT
1162669,93,Plasmin light chain B,UNIPROT
1162664,93,Plasminogen,UNIPROT
1162663,93,PLG,GENE_SYMBOL
1162678,94,4.2.1.1,EC_NUMBER
1162677,94,CA-II,UNIPROT
1162671,94,CA2,GENE_SYMBOL
1162676,94,CAC,UNIPROT
1162673,94,Carbonate dehydratase II,UNIPROT
1162672,94,Carbonic anhydrase 2,UNIPROT
1162674,94,Carbonic anhydrase C,UNIPROT
1162675,94,Carbonic anhydrase II,UNIPROT
1162690,95,3.4.21.4,EC_NUMBER
1162684,95,Alpha-trypsin chain 1,UNIPROT
1162685,95,Alpha-trypsin chain 2,UNIPROT
1162686,95,Beta-trypsin,UNIPROT
1162687,95,Cationic trypsinogen,UNIPROT
1162679,95,PRSS1,GENE_SYMBOL
1162688,95,Serine protease 1,UNIPROT
861718,95,TRP1,GENE_SYMBOL_OTHER
861719,95,TRY1,GENE_SYMBOL_OTHER
861720,95,TRYP1,GENE_SYMBOL_OTHER
1162689,95,Trypsin I,UNIPROT
1162683,95,Trypsin-1,UNIPROT
1162832,96,7.2.2.19,EC_NUMBER
1162828,96,ATP4A,GENE_SYMBOL
1162830,96,Gastric H(+)/K(+) ATPase subunit alpha,UNIPROT
1162829,96,Potassium-transporting ATPase alpha chain 1,UNIPROT
1162831,96,Proton pump,UNIPROT
1162836,97,CD11 antigen-like family member A,UNIPROT
861924,97,CD11A,GENE_SYMBOL_OTHER
1162839,97,CD_antigen=CD11a,UNIPROT
1162835,97,Integrin alpha-L,UNIPROT
1162833,97,ITGAL,GENE_SYMBOL
1162837,97,Leukocyte adhesion glycoprotein LFA-1 alpha chain,UNIPROT
1162838,97,Leukocyte function-associated molecule 1 alpha chain,UNIPROT
1162840,97,LFA-1A,UNIPROT
1162842,98,Somatostatin receptor type 2,UNIPROT
1162843,98,SRIF-1,UNIPROT
1162844,98,SS-2-R,UNIPROT
1162845,98,SS2-R,UNIPROT
1162846,98,SS2R,UNIPROT
1162841,98,SSTR2,GENE_SYMBOL
1162851,99,5-HT-1F,UNIPROT
1162852,99,5-HT1F,UNIPROT
1162849,99,5-hydroxytryptamine receptor 1F,UNIPROT
862238,99,HTR1EL,GENE_SYMBOL_OTHER
1162847,99,HTR1F,GENE_SYMBOL
1162850,99,Serotonin receptor 1F,UNIPROT
1162857,100,5.6.2.2,EC_NUMBER
1162855,100,DNA topoisomerase 2-alpha,UNIPROT
1162856,100,"DNA topoisomerase II, alpha isozyme",UNIPROT
862245,100,TOP2,GENE_SYMBOL_OTHER
1162853,100,TOP2A,GENE_SYMBOL
1162862,101,7.2.2.13,EC_NUMBER
1162858,101,ATP1A1,GENE_SYMBOL
1162861,101,Na(+)/K(+) ATPase alpha-1 subunit,UNIPROT
1162860,101,Sodium pump subunit alpha-1,UNIPROT
1162859,101,Sodium/potassium-transporting ATPase subunit alpha-1,UNIPROT
1162872,102,3.2.1.-,EC_NUMBER
1162873,102,3.4.15.1,EC_NUMBER
1162863,102,ACE,GENE_SYMBOL
1162871,102,ACE,UNIPROT
1162866,102,Angiotensin-converting enzyme,UNIPROT
1162867,102,"Angiotensin-converting enzyme, soluble form",UNIPROT
1162870,102,CD_antigen=CD143,UNIPROT
862256,102,DCP,GENE_SYMBOL_OTHER
862257,102,DCP1,GENE_SYMBOL_OTHER
1162868,102,Dipeptidyl carboxypeptidase I,UNIPROT
1162869,102,Kininase II,UNIPROT
1162877,103,1.5.1.3,EC_NUMBER
1162876,103,Dihydrofolate reductase,UNIPROT
1162874,103,folA,GENE_SYMBOL
862269,103,tmrA ,GENE_SYMBOL_OTHER
1162881,104,Cannabinoid receptor 2,UNIPROT
1162883,104,CB-2,UNIPROT
1162884,104,CB2,UNIPROT
862274,104,CB2A,GENE_SYMBOL_OTHER
862275,104,CB2B,GENE_SYMBOL_OTHER
1162878,104,CNR2,GENE_SYMBOL
1162882,104,CX5,UNIPROT
1162885,104,hCB2,UNIPROT
1162888,105,Thyroliberin receptor,UNIPROT
1162887,105,Thyrotropin-releasing hormone receptor,UNIPROT
1162889,105,TRH-R,UNIPROT
1162886,105,TRHR,GENE_SYMBOL
1162893,106,PGE receptor EP1 subtype,UNIPROT
1162894,106,PGE2 receptor EP1 subtype,UNIPROT
1162891,106,Prostaglandin E2 receptor EP1 subtype,UNIPROT
1162892,106,Prostanoid EP1 receptor,UNIPROT
1162890,106,PTGER1,GENE_SYMBOL
1162899,107,3.5.1.98,EC_NUMBER
1162898,107,HD1,UNIPROT
1162895,107,HDAC1,GENE_SYMBOL
1162897,107,Histone deacetylase 1,UNIPROT
862293,107,RPD3L1,GENE_SYMBOL_OTHER
1162904,108,3.1.1.3,EC_NUMBER
1162903,108,Pancreatic lipase,UNIPROT
1162901,108,Pancreatic triacylglycerol lipase,UNIPROT
1162900,108,PNLIP,GENE_SYMBOL
1162902,108,PTL,UNIPROT
1162909,109,CCK-B receptor,UNIPROT
1162910,109,CCK-BR,UNIPROT
1162911,109,CCK2-R,UNIPROT
1162905,109,CCKBR,GENE_SYMBOL
862305,109,CCKRB,GENE_SYMBOL_OTHER
1162908,109,Cholecystokinin-2 receptor,UNIPROT
1162907,109,Gastrin/cholecystokinin type B receptor,UNIPROT
1162921,110,2.4.1.129,EC_NUMBER
1162922,110,3.4.16.4,EC_NUMBER
1162918,110,DD-transpeptidase,UNIPROT
1162912,110,mrcA,GENE_SYMBOL
1162919,110,PBP-1a,UNIPROT
1162920,110,PBP1a,UNIPROT
1162914,110,Penicillin-binding protein 1A,UNIPROT
1162915,110,Penicillin-insensitive transglycosylase,UNIPROT
1162916,110,Penicillin-sensitive transpeptidase,UNIPROT
1162917,110,Peptidoglycan TGase,UNIPROT
862313,110,ponA ,GENE_SYMBOL_OTHER
1162935,111,2.4.1.129,EC_NUMBER
1162936,111,3.4.16.4,EC_NUMBER
1162932,111,DD-transpeptidase,UNIPROT
1162923,111,mrcB,GENE_SYMBOL
1162929,111,Murein polymerase,UNIPROT
1162933,111,PBP-1b,UNIPROT
1162934,111,PBP1b,UNIPROT
862325,111,pbpF,GENE_SYMBOL_OTHER
1162926,111,Penicillin-binding protein 1B,UNIPROT
1162927,111,Penicillin-insensitive transglycosylase,UNIPROT
1162928,111,Penicillin-sensitive transpeptidase,UNIPROT
1162931,111,Peptidoglycan glycosyltransferase,UNIPROT
1162930,111,Peptidoglycan TGase,UNIPROT
862326,111,ponB ,GENE_SYMBOL_OTHER
1163201,112,env,GENE_SYMBOL
1163205,112,Env polyprotein,UNIPROT
1163202,112,Envelope glycoprotein gp160,UNIPROT
1163206,112,Glycoprotein 120,UNIPROT
1163207,112,Glycoprotein 41,UNIPROT
1163208,112,gp120,UNIPROT
1163209,112,gp41,UNIPROT
1163203,112,Surface protein gp120,UNIPROT
1163204,112,Transmembrane protein gp41,UNIPROT
1163218,113,3.4.16.4,EC_NUMBER
1163219,113,3.5.2.6,EC_NUMBER
1163213,113,Beta-lactamase,UNIPROT
1163212,113,D-alanyl-D-alanine carboxypeptidase DacA,UNIPROT
1163210,113,dacA,GENE_SYMBOL
1163215,113,DD-carboxypeptidase,UNIPROT
1163216,113,DD-peptidase,UNIPROT
1163217,113,PBP-5,UNIPROT
1163214,113,Penicillin-binding protein 5,UNIPROT
862659,113,pfv ,GENE_SYMBOL_OTHER
1163222,114,EPO-R,UNIPROT
1163220,114,EPOR,GENE_SYMBOL
1163221,114,Erythropoietin receptor,UNIPROT
1163226,115,Elongator complex protein 1,UNIPROT
1163223,115,ELP1,GENE_SYMBOL
1163229,115,ELP1,UNIPROT
862673,115,IKAP,GENE_SYMBOL_OTHER
1163227,115,IkappaB kinase complex-associated protein,UNIPROT
862674,115,IKBKAP,GENE_SYMBOL_OTHER
1163230,115,IKK complex-associated protein,UNIPROT
1163228,115,p150,UNIPROT
1163233,116,2.7.1.21,EC_NUMBER
1163232,116,Thymidine kinase,UNIPROT
1163231,116,TK,GENE_SYMBOL
1163234,117,CHRM4,GENE_SYMBOL
1163235,117,Muscarinic acetylcholine receptor M4,UNIPROT
1163243,118,1.1.1.205,EC_NUMBER
1163240,118,IMP dehydrogenase 1,UNIPROT
1163241,118,IMPD 1,UNIPROT
862688,118,IMPD1,GENE_SYMBOL_OTHER
1163242,118,IMPDH 1,UNIPROT
1163239,118,IMPDH-I,UNIPROT
1163236,118,IMPDH1,GENE_SYMBOL
1163238,118,Inosine-5'-monophosphate dehydrogenase 1,UNIPROT
1163244,119,glc-5,GENE_SYMBOL
1163245,119,Putative glutamate-gated chloride channel alpha subunit,UNIPROT
1163259,120,2.7.10.1,EC_NUMBER
1163257,120,CD_antigen=CD340,UNIPROT
1163246,120,ERBB2,GENE_SYMBOL
862699,120,HER2,GENE_SYMBOL_OTHER
1163252,120,Metastatic lymph node gene 19 protein,UNIPROT
1163258,120,MLN 19,UNIPROT
862700,120,MLN19,GENE_SYMBOL_OTHER
862701,120,NEU,GENE_SYMBOL_OTHER
862702,120,NGL,GENE_SYMBOL_OTHER
1163256,120,p185erbB2,UNIPROT
1163254,120,Proto-oncogene c-ErbB-2,UNIPROT
1163253,120,Proto-oncogene Neu,UNIPROT
1163251,120,Receptor tyrosine-protein kinase erbB-2,UNIPROT
1163255,120,Tyrosine kinase-type cell surface receptor HER2,UNIPROT
1163262,121,H1R,UNIPROT
1163263,121,HH1R,UNIPROT
1163261,121,Histamine H1 receptor,UNIPROT
1163260,121,HRH1,GENE_SYMBOL
1163271,122,C-domain 1,UNIPROT
1163272,122,C-domain 2,UNIPROT
1163274,122,Cachectin,UNIPROT
1163280,122,ICD1,UNIPROT
1163281,122,ICD2,UNIPROT
1163269,122,Intracellular domain 1,UNIPROT
1163270,122,Intracellular domain 2,UNIPROT
1163277,122,N-terminal fragment,UNIPROT
1163279,122,NTF,UNIPROT
1163264,122,TNF,GENE_SYMBOL
1163278,122,TNF-a,UNIPROT
1163275,122,TNF-alpha,UNIPROT
862721,122,TNFA,GENE_SYMBOL_OTHER
862722,122,TNFSF2,GENE_SYMBOL_OTHER
1163267,122,Tumor necrosis factor,UNIPROT
1163276,122,Tumor necrosis factor ligand superfamily member 2,UNIPROT
1163268,122,"Tumor necrosis factor, membrane form",UNIPROT
1163273,122,"Tumor necrosis factor, soluble form",UNIPROT
1163290,123,5.6.2.2,EC_NUMBER
862742,123,cou,GENE_SYMBOL_OTHER
1163288,123,DNA gyrase subunit B,UNIPROT
1163282,123,gyrB,GENE_SYMBOL
862743,123,himB,GENE_SYMBOL_OTHER
862744,123,hisU,GENE_SYMBOL_OTHER
862745,123,nalC,GENE_SYMBOL_OTHER
1163289,123,Type IIA topoisomerase subunit GyrB,UNIPROT
1163296,124,3.1.4.35,EC_NUMBER
1163295,124,CGB-PDE,UNIPROT
1163294,124,cGMP-binding cGMP-specific phosphodiesterase,UNIPROT
1163293,124,"cGMP-specific 3',5'-cyclic phosphodiesterase",UNIPROT
862755,124,PDE5,GENE_SYMBOL_OTHER
1163291,124,PDE5A,GENE_SYMBOL
1163301,125,2.7.7.7,EC_NUMBER
1163299,125,DNA polymerase alpha catalytic subunit,UNIPROT
1163300,125,DNA polymerase alpha catalytic subunit p180,UNIPROT
862762,125,POLA,GENE_SYMBOL_OTHER
1163297,125,POLA1,GENE_SYMBOL
1163307,126,3.5.1.98,EC_NUMBER
1163306,126,HD3,UNIPROT
1163302,126,HDAC3,GENE_SYMBOL
1163303,126,Histone deacetylase 3,UNIPROT
1163304,126,RPD3-2,UNIPROT
1163305,126,SMAP45,UNIPROT
1163311,127,PAF-R,UNIPROT
862774,127,PAFR,GENE_SYMBOL_OTHER
1163312,127,PAFr,UNIPROT
1163310,127,Platelet-activating factor receptor,UNIPROT
1163308,127,PTAFR,GENE_SYMBOL
1163318,128,1.17.4.1,EC_NUMBER
1163315,128,Ribonucleoside-diphosphate reductase large subunit,UNIPROT
1163316,128,Ribonucleoside-diphosphate reductase subunit M1,UNIPROT
1163317,128,Ribonucleotide reductase large subunit,UNIPROT
862780,128,RR1,GENE_SYMBOL_OTHER
1163313,128,RRM1,GENE_SYMBOL
1162938,129,D(2) dopamine receptor,UNIPROT
1162939,129,Dopamine D2 receptor,UNIPROT
1162937,129,DRD2,GENE_SYMBOL
1162940,130,FGA,GENE_SYMBOL
1162941,130,Fibrinogen alpha chain,UNIPROT
1162942,130,Fibrinopeptide A,UNIPROT
1162945,131,Calcitonin receptor,UNIPROT
1162944,131,CALCR,GENE_SYMBOL
1162946,131,CT-R,UNIPROT
1162947,132,AGTR1,GENE_SYMBOL
862351,132,AGTR1A,GENE_SYMBOL_OTHER
862352,132,AGTR1B,GENE_SYMBOL_OTHER
1162955,132,Angiotensin II type-1 receptor,UNIPROT
1162956,132,AT1,UNIPROT
1162953,132,AT1AR,UNIPROT
1162954,132,AT1BR,UNIPROT
862353,132,AT2R1,GENE_SYMBOL_OTHER
862354,132,AT2R1B,GENE_SYMBOL_OTHER
1162952,132,Type-1 angiotensin II receptor,UNIPROT
1162960,133,5-HT-2B,UNIPROT
1162961,133,5-HT2B,UNIPROT
1162958,133,5-hydroxytryptamine receptor 2B,UNIPROT
1162957,133,HTR2B,GENE_SYMBOL
1162959,133,Serotonin receptor 2B,UNIPROT
1162964,134,Ig epsilon chain C region,UNIPROT
1162965,134,Ig epsilon chain C region ND,UNIPROT
1162962,134,IGHE,GENE_SYMBOL
1162963,134,Immunoglobulin heavy constant epsilon,UNIPROT
1162973,135,5.3.99.5,EC_NUMBER
862374,135,CYP5,GENE_SYMBOL_OTHER
862375,135,CYP5A1,GENE_SYMBOL_OTHER
1162970,135,Cytochrome P450 5A1,UNIPROT
1162966,135,TBXAS1,GENE_SYMBOL
1162969,135,Thromboxane-A synthase,UNIPROT
1162971,135,TXA synthase,UNIPROT
1162972,135,TXS,UNIPROT
1162978,136,PGE receptor EP4 subtype,UNIPROT
1162979,136,PGE2 receptor EP4 subtype,UNIPROT
1162976,136,Prostaglandin E2 receptor EP4 subtype,UNIPROT
1162977,136,Prostanoid EP4 receptor,UNIPROT
862384,136,PTGER2,GENE_SYMBOL_OTHER
1162974,136,PTGER4,GENE_SYMBOL
1162983,137,1.8.1.12,EC_NUMBER
1162982,137,"N(1),N(8)-bis(glutathionyl)spermidine reductase",UNIPROT
1162980,137,TPR,GENE_SYMBOL
1162981,137,Trypanothione reductase,UNIPROT
1162987,138,Chromaffin granule amine transporter,UNIPROT
1162984,138,SLC18A1,GENE_SYMBOL
1162988,138,Solute carrier family 18 member 1,UNIPROT
862396,138,VAT1,GENE_SYMBOL_OTHER
1162990,138,VAT1,UNIPROT
1162989,138,Vesicular amine transporter 1,UNIPROT
862397,138,VMAT1,GENE_SYMBOL_OTHER
1162994,139,1.11.1.8,EC_NUMBER
1162992,139,Thyroid peroxidase,UNIPROT
1162991,139,TPO,GENE_SYMBOL
1162993,139,TPO,UNIPROT
1163000,140,3.4.16.4,EC_NUMBER
1162995,140,mrdA,GENE_SYMBOL
1162999,140,PBP-2,UNIPROT
1162998,140,Penicillin-binding protein 2,UNIPROT
1162997,140,"Peptidoglycan D,D-transpeptidase MrdA",UNIPROT
1163008,141,2.7.10.2,EC_NUMBER
1163001,141,FYN,GENE_SYMBOL
1163006,141,p59-Fyn,UNIPROT
1163004,141,Proto-oncogene c-Fyn,UNIPROT
1163003,141,Proto-oncogene Syn,UNIPROT
1163007,141,SLK,UNIPROT
1163005,141,Src-like kinase,UNIPROT
1163002,141,Tyrosine-protein kinase Fyn,UNIPROT
1163009,142,CD33,GENE_SYMBOL
1163014,142,CD_antigen=CD33,UNIPROT
1163013,142,gp67,UNIPROT
1163011,142,Myeloid cell surface antigen CD33,UNIPROT
1163012,142,Sialic acid-binding Ig-like lectin 3,UNIPROT
1163015,142,Siglec-3,UNIPROT
862424,142,SIGLEC3,GENE_SYMBOL_OTHER
1163022,143,4.1.1.28,EC_NUMBER
862432,143,AADC,GENE_SYMBOL_OTHER
1163020,143,AADC,UNIPROT
1163018,143,Aromatic-L-amino-acid decarboxylase,UNIPROT
1163016,143,DDC,GENE_SYMBOL
1163021,143,DDC,UNIPROT
1163019,143,DOPA decarboxylase,UNIPROT
1163032,144,CD_antigen=CD41,UNIPROT
862440,144,GP2B,GENE_SYMBOL_OTHER
1163030,144,GPalpha IIb,UNIPROT
1163033,144,GPIIb,UNIPROT
1163026,144,Integrin alpha-IIb,UNIPROT
1163027,144,Integrin alpha-IIb heavy chain,UNIPROT
1163028,144,"Integrin alpha-IIb light chain, form 1",UNIPROT
1163029,144,"Integrin alpha-IIb light chain, form 2",UNIPROT
1163023,144,ITGA2B,GENE_SYMBOL
862441,144,ITGAB,GENE_SYMBOL_OTHER
1163031,144,Platelet membrane glycoprotein IIb,UNIPROT
1163043,145,2.7.10.1,EC_NUMBER
1163039,145,CD_antigen=CD115,UNIPROT
1163037,145,CSF-1 receptor,UNIPROT
1163040,145,CSF-1-R,UNIPROT
1163041,145,CSF-1R,UNIPROT
1163034,145,CSF1R,GENE_SYMBOL
862453,145,FMS,GENE_SYMBOL_OTHER
1163042,145,M-CSF-R,UNIPROT
1163036,145,Macrophage colony-stimulating factor 1 receptor,UNIPROT
1163038,145,Proto-oncogene c-Fms,UNIPROT
1163044,146,ADRA1A,GENE_SYMBOL
862464,146,ADRA1C,GENE_SYMBOL_OTHER
1163046,146,Alpha-1A adrenergic receptor,UNIPROT
1163050,146,Alpha-1A adrenoceptor,UNIPROT
1163047,146,Alpha-1A adrenoreceptor,UNIPROT
1163048,146,Alpha-1C adrenergic receptor,UNIPROT
1163049,146,Alpha-adrenergic receptor 1c,UNIPROT
1163061,147,2.7.10.1,EC_NUMBER
1163054,147,EGFR,GENE_SYMBOL
1163058,147,Epidermal growth factor receptor,UNIPROT
862475,147,ERBB,GENE_SYMBOL_OTHER
862476,147,ERBB1,GENE_SYMBOL_OTHER
862477,147,HER1,GENE_SYMBOL_OTHER
1163059,147,Proto-oncogene c-ErbB-1,UNIPROT
1163060,147,Receptor tyrosine-protein kinase erbB-1,UNIPROT
1163072,148,1.14.99.1,EC_NUMBER
1163069,148,COX-2,UNIPROT
862486,148,COX2,GENE_SYMBOL_OTHER
1163065,148,Cyclooxygenase-2,UNIPROT
1163070,148,PGH synthase 2,UNIPROT
1163071,148,PGHS-2,UNIPROT
1163066,148,PHS II,UNIPROT
1163064,148,Prostaglandin G/H synthase 2,UNIPROT
1163067,148,Prostaglandin H2 synthase 2,UNIPROT
1163068,148,Prostaglandin-endoperoxide synthase 2,UNIPROT
1163062,148,PTGS2,GENE_SYMBOL
1163074,149,D(3) dopamine receptor,UNIPROT
1163075,149,Dopamine D3 receptor,UNIPROT
1163073,149,DRD3,GENE_SYMBOL
862501,150,NAC1,GENE_SYMBOL_OTHER
862502,150,SCN1,GENE_SYMBOL_OTHER
1163076,150,SCN1A,GENE_SYMBOL
1163080,150,Sodium channel protein brain I subunit alpha,UNIPROT
1163079,150,Sodium channel protein type 1 subunit alpha,UNIPROT
1163081,150,Sodium channel protein type I subunit alpha,UNIPROT
1163082,150,Voltage-gated sodium channel subunit alpha Nav1.1,UNIPROT
1163086,151,"1,8-cineole 2-exo-monooxygenase",UNIPROT
1163098,151,1.14.14.1,EC_NUMBER
1163101,151,1.14.14.55,EC_NUMBER
1163099,151,1.14.14.56,EC_NUMBER
1163100,151,1.14.14.73,EC_NUMBER
1163087,151,Albendazole monooxygenase (sulfoxide-forming),UNIPROT
1163088,151,Albendazole sulfoxidase,UNIPROT
1163091,151,Cholesterol 25-hydroxylase,UNIPROT
862510,151,CYP3A3,GENE_SYMBOL_OTHER
1163083,151,CYP3A4,GENE_SYMBOL
1163089,151,CYPIIIA3,UNIPROT
1163090,151,CYPIIIA4,UNIPROT
1163092,151,Cytochrome P450 3A3,UNIPROT
1163085,151,Cytochrome P450 3A4,UNIPROT
1163093,151,Cytochrome P450 HLp,UNIPROT
1163094,151,Cytochrome P450 NF-25,UNIPROT
1163095,151,Cytochrome P450-PCN1,UNIPROT
1163096,151,Nifedipine oxidase,UNIPROT
1163097,151,Quinine 3-monooxygenase,UNIPROT
1163104,152,Ryanodine receptor 1,UNIPROT
862533,152,RYDR,GENE_SYMBOL_OTHER
1163109,152,RYR-1,UNIPROT
1163102,152,RYR1,GENE_SYMBOL
1163110,152,RyR1,UNIPROT
1163105,152,Skeletal muscle calcium release channel,UNIPROT
1163106,152,Skeletal muscle ryanodine receptor,UNIPROT
1163107,152,Skeletal muscle-type ryanodine receptor,UNIPROT
1163108,152,Type 1 ryanodine receptor,UNIPROT
1163113,153,GABA(A) receptor subunit beta-3,UNIPROT
1163111,153,GABRB3,GENE_SYMBOL
1163112,153,Gamma-aminobutyric acid receptor subunit beta-3,UNIPROT
862546,154,TUBB2C,GENE_SYMBOL_OTHER
1163114,154,TUBB4B,GENE_SYMBOL
1163117,154,Tubulin beta-2 chain,UNIPROT
1163118,154,Tubulin beta-2C chain,UNIPROT
1163116,154,Tubulin beta-4B chain,UNIPROT
1163125,155,1.3.1.9,EC_NUMBER
1163124,155,Enoyl-ACP reductase,UNIPROT
1163120,155,Enoyl-[acyl-carrier-protein] reductase [NADH],UNIPROT
1163123,155,ENR,UNIPROT
1163121,155,FAS-II enoyl-ACP reductase,UNIPROT
1163119,155,inhA,GENE_SYMBOL
1163122,155,NADH-dependent 2-trans-enoyl-ACP reductase,UNIPROT
1163129,156,D(1B) dopamine receptor,UNIPROT
1163130,156,D(5) dopamine receptor,UNIPROT
1163131,156,D1beta dopamine receptor,UNIPROT
1163132,156,Dopamine D5 receptor,UNIPROT
862559,156,DRD1B,GENE_SYMBOL_OTHER
862560,156,DRD1L2,GENE_SYMBOL_OTHER
1163126,156,DRD5,GENE_SYMBOL
1163141,157,1.14.14.23,EC_NUMBER
1163140,157,1.14.14.26,EC_NUMBER
1163136,157,24-hydroxycholesterol 7-alpha-hydroxylase,UNIPROT
1163138,157,Cholesterol 7-alpha-hydroxylase,UNIPROT
1163139,157,Cholesterol 7-alpha-monooxygenase,UNIPROT
862568,157,CYP7,GENE_SYMBOL_OTHER
1163133,157,CYP7A1,GENE_SYMBOL
1163137,157,CYPVII,UNIPROT
1163135,157,Cytochrome P450 7A1,UNIPROT
1163154,158,2.7.7.6,EC_NUMBER
1163150,158,DNA-directed RNA polymerase subunit beta,UNIPROT
862576,158,groN,GENE_SYMBOL_OTHER
862577,158,nitB,GENE_SYMBOL_OTHER
862578,158,rif,GENE_SYMBOL_OTHER
1163151,158,RNA polymerase subunit beta,UNIPROT
1163153,158,RNAP subunit beta,UNIPROT
862579,158,ron,GENE_SYMBOL_OTHER
1163142,158,rpoB,GENE_SYMBOL
862580,158,stl,GENE_SYMBOL_OTHER
862581,158,stv,GENE_SYMBOL_OTHER
862582,158,tabD,GENE_SYMBOL_OTHER
1163152,158,Transcriptase subunit beta,UNIPROT
1163156,159,Adenosine receptor A1,UNIPROT
1163155,159,ADORA1,GENE_SYMBOL
1163158,160,Somatostatin receptor type 4,UNIPROT
1163159,160,SS-4-R,UNIPROT
1163160,160,SS4-R,UNIPROT
1163161,160,SS4R,UNIPROT
1163157,160,SSTR4,GENE_SYMBOL
862603,161,LCGR,GENE_SYMBOL_OTHER
862604,161,LGR2,GENE_SYMBOL_OTHER
1163168,161,LH/CG-R,UNIPROT
1163162,161,LHCGR,GENE_SYMBOL
1163169,161,LHR,UNIPROT
862605,161,LHRHR,GENE_SYMBOL_OTHER
1163170,161,LSH-R,UNIPROT
1163167,161,Luteinizing hormone receptor,UNIPROT
1163166,161,Lutropin-choriogonadotropic hormone receptor,UNIPROT
1163181,162,1.14.99.1,EC_NUMBER
1163177,162,COX-1,UNIPROT
862615,162,COX1,GENE_SYMBOL_OTHER
1163174,162,Cyclooxygenase-1,UNIPROT
1163178,162,PGH synthase 1,UNIPROT
1163179,162,PGHS-1,UNIPROT
1163180,162,PHS 1,UNIPROT
1163173,162,Prostaglandin G/H synthase 1,UNIPROT
1163175,162,Prostaglandin H2 synthase 1,UNIPROT
1163176,162,Prostaglandin-endoperoxide synthase 1,UNIPROT
1163171,162,PTGS1,GENE_SYMBOL
1163185,163,GnRH receptor,UNIPROT
1163186,163,GnRH-R,UNIPROT
1163182,163,GNRHR,GENE_SYMBOL
1163184,163,Gonadotropin-releasing hormone receptor,UNIPROT
862627,163,GRHR,GENE_SYMBOL_OTHER
1163194,164,1.3.1.22,EC_NUMBER
1163188,164,3-oxo-5-alpha-steroid 4-dehydrogenase 2,UNIPROT
1163189,164,5 alpha-SR2,UNIPROT
1163193,164,S5AR 2,UNIPROT
1163190,164,SR type 2,UNIPROT
1163187,164,SRD5A2,GENE_SYMBOL
1163191,164,Steroid 5-alpha-reductase 2,UNIPROT
1163192,164,Type II 5-alpha reductase,UNIPROT
1163200,165,1.3.1.9,EC_NUMBER
1163197,165,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,UNIPROT
1163199,165,ENR,UNIPROT
862641,165,envM ,GENE_SYMBOL_OTHER
1163195,165,fabI,GENE_SYMBOL
1163198,165,NADH-dependent enoyl-ACP reductase,UNIPROT
1163324,166,5.6.2.2,EC_NUMBER
1163323,166,DNA gyrase subunit A,UNIPROT
1163319,166,gyrA,GENE_SYMBOL
862788,166,nalA,GENE_SYMBOL_OTHER
862789,166,parD,GENE_SYMBOL_OTHER
1163325,167,CACNA1H,GENE_SYMBOL
1163327,167,Low-voltage-activated calcium channel alpha1 3.2 subunit,UNIPROT
1163326,167,Voltage-dependent T-type calcium channel subunit alpha-1H,UNIPROT
1163328,167,Voltage-gated calcium channel subunit alpha Cav3.2,UNIPROT
1163334,168,1.13.11.34,EC_NUMBER
1163333,168,5-lipoxygenase,UNIPROT
1163332,168,5-LO,UNIPROT
1163329,168,ALOX5,GENE_SYMBOL
1163331,168,Arachidonate 5-lipoxygenase,UNIPROT
862800,168,LOG5,GENE_SYMBOL_OTHER
1163344,169,c-erbA-1,UNIPROT
1163345,169,c-erbA-alpha,UNIPROT
1163346,169,EAR-7,UNIPROT
862807,169,EAR7,GENE_SYMBOL_OTHER
862808,169,ERBA1,GENE_SYMBOL_OTHER
862809,169,NR1A1,GENE_SYMBOL_OTHER
1163342,169,Nuclear receptor subfamily 1 group A member 1,UNIPROT
1163335,169,THRA,GENE_SYMBOL
862810,169,THRA1,GENE_SYMBOL_OTHER
862811,169,THRA2,GENE_SYMBOL_OTHER
1163341,169,Thyroid hormone receptor alpha,UNIPROT
1163343,169,V-erbA-related protein 7,UNIPROT
1163347,170,CHRM1,GENE_SYMBOL
1163348,170,Muscarinic acetylcholine receptor M1,UNIPROT
1163356,171,1.13.11.27,EC_NUMBER
1163351,171,4-hydroxyphenylpyruvate dioxygenase,UNIPROT
1163352,171,4-hydroxyphenylpyruvic acid oxidase,UNIPROT
1163353,171,4HPPD,UNIPROT
1163349,171,HPD,GENE_SYMBOL
1163354,171,HPD,UNIPROT
1163355,171,HPPDase,UNIPROT
862826,171,PPD,GENE_SYMBOL_OTHER
1163360,172,CANN6,UNIPROT
1163359,172,Cannabinoid receptor 1,UNIPROT
1163361,172,CB-R,UNIPROT
1163362,172,CB1,UNIPROT
862835,172,CNR,GENE_SYMBOL_OTHER
1163357,172,CNR1,GENE_SYMBOL
1163371,173,2.7.10.2,EC_NUMBER
1163367,173,Abelson murine leukemia viral oncogene homolog 1,UNIPROT
1163368,173,Abelson tyrosine-protein kinase 1,UNIPROT
862842,173,ABL,GENE_SYMBOL_OTHER
