site_id,site_name,tid
478,"Macrophage-stimulating protein receptor, Pkinase_Tyr domain",11379
479,"Tissue-type plasminogen activator, Trypsin domain",11399
480,"Interleukin-8 receptor A, 7tm_1 domain",11574
481,"Cyclin-dependent kinase 2, Pkinase domain",11678
482,"Glucocorticoid receptor, Hormone_recep domain",12104
483,"Neuronal acetylcholine receptor protein alpha-7 subunit, Neur_chan_LBD domain",12167
484,"Matrix metalloproteinase 15, Peptidase_M10 domain",11043
485,"Squalene monooxygenase, SE domain",11229
486,"Somatostatin receptor 3, 7tm_1 domain",11261
487,"Aldehyde reductase, Aldo_ket_red domain",11308
488,"Pregnane X receptor, Hormone_recep domain",11912
489,"Coagulation factor VII, Trypsin domain",12000
490,"Serotonin 3a (5-HT3a) receptor, Neur_chan_LBD domain",12020
491,"Monoamine oxidase A, Amino_oxidase domain",12453
492,"Glutamate receptor ionotropic kainate 1, ANF_receptor domain",12518
493,"Voltage-gated L-type calcium channel alpha-1S subunit, Ion_trans domain",17110
494,"Ryanodine receptor 1, Ion_trans domain",19634
495,"Alpha-amylase, Alpha-amylase domain",100655
496,"Dual-specificity tyrosine-phosphorylation regulated kinase 1A, Pkinase domain",100796
497,"Prostasin, Trypsin domain",101036
498,"SGLT1 protein, SSF domain",104104
499,"Steroid 5-alpha-reductase 1, Steroid_dh domain",79
500,"Estrogen receptor beta, Hormone_recep domain",174
501,"Bradykinin B2 receptor, 7tm_1 domain",10034
503,"Cannabinoid CB2 receptor, 7tm_1 domain",10057
504,"Caspase-8, Peptidase_C14 domain",10244
505,"Cathepsin G, Trypsin domain",10494
506,"Renin, Asp domain",11225
507,"RNase L, Pkinase domain",11353
508,"Glutamate receptor ionotropic, AMPA 4, ANF_receptor domain",11668
509,"Calcium-activated potassium channel subunit alpha-1, Ion_trans domain",11839
510,"GABA receptor beta-3 subunit, Neur_chan_LBD domain",11881
511,"Muscarinic acetylcholine receptor M4, 7tm_1 domain",12485
512,"Endothelin receptor ET-B, 7tm_1 domain",17081
513,"Sodium channel protein type IV alpha subunit, Ion_trans domain",18043
514,"Lysophosphatidic acid receptor Edg-7, 7tm_1 domain",19689
515,"C-C chemokine receptor type 8, 7tm_1 domain",100436
517,"Calcitonin gene-related peptide 1, Calc_CGRP_IAPP domain",100944
518,"Mitogen-activated protein kinase 7, Pkinase domain",100949
519,"Low molecular weight phosphotyrosine protein phosphatase, LMWPc domain",101172
520,"Hepatocyte growth factor, Trypsin domain",101207
521,"IAG-nucleoside hydrolase, IU_nuc_hydro domain",101459
522,"ADC-18 protein, Beta-lactamase domain",103869
524,"Natural resistance-associated macrophage protein 2, Nramp domain",104399
525,"dTDP-4-dehydrorhamnose reductase, RmlD_sub_bind domain",104436
526,"CXC chemokine receptor 3, 7tm_1 domain",103130
527,"Phosphodiesterase 2A, PDEase_I domain",10593
528,"Hypoxia-inducible factor prolyl hydroxylase 1, 2OG-FeII_Oxy_3 domain",10857
529,"Angiotensin II type 2 (AT-2) receptor, 7tm_1 domain",10692
530,"Monoamine oxidase A, Amino_oxidase domain",10709
531,"Neurokinin 3 receptor, 7tm_1 domain",10983
532,"Melanocortin receptor 3, 7tm_1 domain",11003
533,"Ghrelin receptor, 7tm_1 domain",11556
534,"Mitogen-activated protein kinase kinase kinase 11, Pkinase_Tyr domain",11870
535,"Carbonic anhydrase XII, Carb_anhydrase domain",12209
536,"Prostanoid EP3 receptor, 7tm_1 domain",12507
537,"S-methyl-5-thioadenosine phosphorylase, PNP_UDP_1 domain",12784
538,"Alpha-1b adrenergic receptor, 7tm_1 domain",17061
539,"Interleukin-1 receptor-associated kinase 1 , Pkinase domain",19623
540,"Ephrin type-A receptor 3, Pkinase_Tyr domain",30009
541,"Tyrosine-protein kinase FES, Pkinase_Tyr domain",100069
542,"Tyrosine-protein kinase FGR, Pkinase_Tyr domain",100127
543,"Macrophage metalloelastase, Peptidase_M10 domain",101000
546,"Transient receptor potential cation channel subfamily M member 6, Ion_trans domain",103789
547,"ADC-16 protein, Beta-lactamase domain",103868
548,"Amine oxidase [flavin-containing], Amino_oxidase domain",103903
549,"Dihydrofolate reductase, DHFR_1 domain",103913
550,"Serotonin 5a (5-HT5a) receptor, 7tm_1 domain",10626
551,"cGMP-dependent protein kinase 1 beta, Pkinase domain",11019
552,"Metabotropic glutamate receptor 4, ANF_receptor domain",11054
553,"Histone deacetylase 4, Hist_deacetyl domain",11232
554,"Furin, Peptidase_S8 domain",11402
555,"Glutamate receptor ionotropic, AMPA 3, ANF_receptor domain",12012
556,"Dopamine D1 receptor, 7tm_1 domain",12163
557,"Histone deacetylase 7, Hist_deacetyl domain",12443
558,"Ribosomal protein S6 kinase alpha 3, Pkinase domain",12724
559,"Cytochrome P450 2C19, p450 domain",12912
560,"Angiotensin II type 1a (AT-1a) receptor, 7tm_1 domain",17080
561,"Serotonin 4 (5-HT4) receptor, 7tm_1 domain",20033
562,"Beta-galactosidase, Glyco_hydro_35 domain",20145
563,"Alpha-glucosidase MAL62, Alpha-amylase domain",20179
565,"Thymidine kinase, mitochondrial, dNK domain",100293
566,"Tyrosine-protein kinase TIE-2, Pkinase_Tyr domain",100846
567,"Neutrophil elastase, Trypsin domain",101091
568,"Beta-lactamase, Beta-lactamase domain",101543
569,"Met repressor, MetJ domain",104438
570,"Carbonic anhydrase 3, Carb_anhydrase domain",104448
571,"Transporter, SNF domain",102461
572,"Protein kinase C theta type, Pkinase domain",102846
573,"Transient receptor potential cation channel subfamily A member 1, Ion_trans domain",102864
574,"Exoenzyme S synthesis regulatory protein exsA, HTH_18 domain",102901
575,"Cystine/glutamate transporter, AA_permease_2 domain",103088
576,"Cytochrome P450 11B1, p450 domain",76
577,"Alpha-1d adrenergic receptor, 7tm_1 domain",103
578,"Tyrosine-protein kinase LCK, Pkinase_Tyr domain",10140
579,"Sphingosine 1-phosphate receptor Edg-3 , 7tm_1 domain",10950
580,"Farnesyl diphosphate synthase, polyprenyl_synt domain",71
581,"Purinergic receptor P2Y12, 7tm_1 domain",176
582,"Peptide deformylase mitochondrial, Pep_deformylase domain",10089
583,"Neurokinin 2 receptor, 7tm_1 domain",10184
584,"Thymidylate kinase, Thymidylate_kin domain",10245
585,"Prostanoid EP4 receptor, 7tm_1 domain",10616
586,"Muscarinic acetylcholine receptor M5, 7tm_1 domain",10688
587,"Somatostatin receptor 5, 7tm_1 domain",11265
588,"LXR-alpha, Hormone_recep domain",11269
589,"Norepinephrine transporter, SNF domain",11944
590,"cGMP-dependent protein kinase 1 alpha, Pkinase domain",12264
591,"Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP, Y_phosphatase domain",12388
592,"Phospholipase A2 group V, Phospholip_A2_1 domain",12851
593,"Adenosine A2b receptor, 7tm_1 domain",12854
594,"Endothelin receptor ET-A, 7tm_1 domain",12863
595,"Melanin-concentrating hormone receptor 1, 7tm_1 domain",20157
596,"Subtilisin, Peptidase_S8 domain",100280
597,"Tyrosine-protein kinase Lyn, Pkinase_Tyr domain",100420
598,"NAD-dependent deacetylase sirtuin 3, SIR2 domain",100446
599,"Serine/threonine protein phosphatase PP2B-alpha catalytic subunit, Metallophos domain",100058
600,"Cytochrome P450 26A1, p450 domain",100146
601,"Polycystin-2, PKD_channel domain",100991
602,"Monoacylglycerol lipase ABHD6, Abhydrolase_6 domain",101262
603,"Diacylglycerol O-acyltransferase 1, MBOAT domain",101414
604,"Cysteine protease falcipain-2, Peptidase_C1 domain",101564
605,"Stearoyl-CoA desaturase 5, FA_desaturase domain",103591
606,"15-hydroxyprostaglandin dehydrogenase [NAD+], adh_short domain",103688
607,"Beta-galactosidase, Glyco_hydro_35 domain",103859
608,"ERO1-like protein alpha, ERO1 domain",103896
609,"Solute carrier family 22 member 6, Sugar_tr domain",104148
610,"Beta-1 adrenergic receptor, 7tm_1 domain",50
611,"Glutamate [NMDA] receptor subunit epsilon 2, ANF_receptor domain",222
612,"Matrix metalloproteinase 3, Peptidase_M10 domain",11109
613,"Heparanase, Glyco_hydro_79n domain",11653
614,"Glycine transporter 1, SNF domain",11682
615,"Mannose-6-phosphate isomerase, PMI_typeI domain",11872
616,"Beta-galactosidase, Glyco_hydro_35 domain",12364
617,"Angiotensin-converting enzyme, Peptidase_M2 domain",12568
618,"Glycine receptor subunit alpha-2, Neur_chan_LBD domain",12571
619,"Sodium/glucose cotransporter 2, SSF domain",12823
620,"Carbonic anhydrase IV, Carb_anhydrase domain",12896
621,"Thymidylate synthase, Thymidylat_synt domain",20042
622,"Carbapenem-hydrolizing beta-lactamase SFC-1, Beta-lactamase2 domain",101043
623,"Non-secretory ribonuclease, RnaseA domain",101077
624,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha, PDEase_I domain",101086
625,"Potassium voltage-gated channel subfamily H member 2, Ion_trans domain",101236
626,"6-phospho-1-fructokinase, PFK domain",101284
628,"Nuclear receptor subfamily 4 group A member 1, Hormone_recep domain",103662
629,"Phosphomannomutase 2, PMM domain",103958
630,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial, p450 domain",102646
631,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP], PEPCK domain",102937
632,"Beta Lactamase, Beta-lactamase2 domain",103679
633,"DNA-directed DNA/RNA polymerase mu, DNA_pol_lambd_f domain",104356
634,"Methionine aminopeptidase 2, Peptidase_M24 domain",102819
635,"Caspase-4, Peptidase_C14 domain",102824
636,"Urokinase-type plasminogen activator, Trypsin domain",102865
637,"Fatty acid binding protein adipocyte, Lipocalin domain",10189
638,"Elastase 1, Trypsin domain",10213
640,"C-X-C chemokine receptor type 4, 7tm_1 domain",10473
641,"Mu opioid receptor, 7tm_1 domain",10528
642,"Group IIE secretory phospholipase A2, Phospholip_A2_1 domain",10585
643,"Adenosine A2a receptor, 7tm_1 domain",10658
644,"Carboxylesterase 2, COesterase domain",11507
645,"Ribosomal protein S6 kinase alpha 2, Pkinase domain",11843
646,"Phospholipase A2 group IIA, Phospholip_A2_1 domain",11950
647,"Carbonic anhydrase XIII, Carb_anhydrase domain",12923
648,"Vitamin D receptor, Hormone_recep domain",17113
649,"Serine/threonine-protein kinase Aurora-A, Pkinase domain",20014
650,"Alpha-glucosidase, Alpha-amylase domain",100229
651,"Phospholipase A2 group V, Phospholip_A2_1 domain",100599
652,"Metastin receptor, 7tm_1 domain",100862
653,"Macrophage colony-stimulating factor 1 receptor, Pkinase_Tyr domain",101021
654,"Glucose-dependent insulinotropic receptor, 7tm_1 domain",101271
655,"Fatty acid synthase, adh_short domain",104216
656,"Casein kinase II alpha (prime), Pkinase domain",12780
657,"Formyl peptide receptor 1, 7tm_1 domain",13010
658,"Bradykinin B2 receptor, 7tm_1 domain",17021
659,"Cysteine protease, Peptidase_C1 domain",100577
660,"MAP kinase-activated protein kinase 3, Pkinase domain",100834
661,"Histone deacetylase, Hist_deacetyl domain",101012
662,"Prostaglandin E synthase, MAPEG domain",101277
663,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1, Amidinotransf domain",101421
664,"Tyrosine aminotransferase, Aminotran_1_2 domain",101619
665,"Dihydropteroate synthase, Pterin_bind domain",102555
666,"Tyrosine-protein kinase ABL, Pkinase_Tyr domain",8
667,"Retinoid X receptor alpha, Hormone_recep domain",275
668,"Phosphodiesterase 4A, PDEase_I domain",276
669,"Steroid 5-alpha-reductase 2, Steroid_dh domain",120
670,"Thymidylate synthase, Thymidylat_synt domain",10045
671,"Somatostatin receptor 2, 7tm_1 domain",10113
672,"Kappa opioid receptor, 7tm_1 domain",10527
673,"C-C chemokine receptor type 1, 7tm_1 domain",10547
674,"Cyclooxygenase-2, An_peroxidase domain",11111
675,"Somatostatin receptor 1, 7tm_1 domain",11260
676,"Somatostatin receptor 3, 7tm_1 domain",11262
677,"Prohormone convertase 1, Peptidase_S8 domain",11514
678,"Serotonin 1a (5-HT1a) receptor, 7tm_1 domain",11863
679,"Receptor-type tyrosine-protein phosphatase F (LAR), Y_phosphatase domain",12114
680,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase, EBP domain",11165
681,"GABA receptor alpha-6 subunit, Neur_chan_LBD domain",11464
682,"Glycine transporter 2, SNF domain",11597
683,"Vasopressin V1a receptor, 7tm_1 domain",11680
684,"Estrogen sulfotransferase, Sulfotransfer_1 domain",11987
685,"Protein-tyrosine phosphatase 1B, Y_phosphatase domain",13061
686,"Arylamine N-acetyltransferase 1 , Acetyltransf_2 domain",13081
687,"Trypsin II, Trypsin domain",18025
688,"Sodium channel protein type II alpha subunit, Ion_trans domain",18072
689,"Neurokinin 3 receptor, 7tm_1 domain",19903
690,"Tyrosine-protein kinase FGR, Pkinase_Tyr domain",100419
691,"Protein tyrosine kinase 2 beta, Pkinase_Tyr domain",100995
692,"Solute carrier family 22 member 20, Sugar_tr domain",101139
693,"Aldo-keto reductase family 1 member C4, Aldo_ket_red domain",101251
694,"Thymidylate synthase thyX, Thy1 domain",104241
695,"Ubiquitin carboxyl-terminal hydrolase isozyme L3, Peptidase_C12 domain",102793
696,"Protein-tyrosine kinase 2-beta, Pkinase_Tyr domain",102840
697,"Delta opioid receptor, 7tm_1 domain",136
699,"Plasminogen activator inhibitor-1, Serpin domain",10588
700,"Epidermal growth factor receptor erbB1, Pkinase_Tyr domain",11784
701,"Metabotropic glutamate receptor 4, ANF_receptor domain",11891
702,"Butyrylcholinesterase, COesterase domain",11924
703,"MAP kinase p38 alpha, Pkinase domain",12536
704,"Endothelin receptor ET-B, 7tm_1 domain",12790
705,"Metabotropic glutamate receptor 2, ANF_receptor domain",12895
706,"Orexin receptor 2, 7tm_1 domain",12968
707,"Cholecystokinin A receptor, 7tm_1 domain",17120
708,"CaM-kinase kinase beta, Pkinase domain",30032
709,"Lysophosphatidic acid receptor Edg-7, 7tm_1 domain",100433
710,"Branched-chain-amino-acid transferase, Aminotran_4 domain",100478
711,"11-beta-hydroxysteroid dehydrogenase 2, adh_short domain",100610
712,"Oligopeptide transporter, kidney isoform, PTR2 domain",100803
713,"MAP kinase-interacting serine/threonine-protein kinase MNK1, Pkinase domain",100835
714,"AMP-activated protein kinase, alpha-2 subunit, Pkinase domain",100074
715,"Free fatty acid receptor 1, 7tm_1 domain",100859
716,"Chitinase A, Glyco_hydro_18 domain",100983
717,"Protease, RVP domain",101143
718,"Alkaline phosphatase, tissue-nonspecific isozyme, Alk_phosphatase domain",101624
720,"Calmodulin-domain protein kinase 1, Pkinase domain",104154
721,"Inosine-5'-monophosphate dehydrogenase, probable, IMPDH domain",102448
723,"Phospho-2-dehydro-3-deoxyheptonate aldolase, DAHP_synth_1 domain",104232
724,"Protoporphyrinogen oxidase, Amino_oxidase domain",104383
725,"Gil1, Beta-lactamase2 domain",102583
726,"SHV-5 extended spectrum beta-lactamase, Beta-lactamase2 domain",102607
727,"Cathepsin S, Peptidase_C1 domain",102913
728,"Dopamine D2 receptor, 7tm_1 domain",72
729,"Cyclooxygenase-1, An_peroxidase domain",96
730,"5-lipoxygenase activating protein, MAPEG domain",10102
731,"Voltage-gated N-type calcium channel alpha-1B subunit, Ion_trans domain",10511
732,"Serotonin 1b (5-HT1b) receptor, 7tm_1 domain",10577
733,"Neurokinin 3 receptor, 7tm_1 domain",10982
734,"Serotonin 3a (5-HT3a) receptor, Neur_chan_LBD domain",10630
735,"Inhibitor of nuclear factor kappa B kinase beta subunit, Pkinase domain",10752
736,"Dual specificity mitogen-activated protein kinase kinase 2, Pkinase domain",11046
737,"Excitatory amino acid transporter 3, SDF domain",11538
738,"Tyrosine-protein kinase TYK2 , Pkinase_Tyr domain",12694
739,"Peroxisome proliferator-activated receptor gamma, Hormone_recep domain",12753
740,"Cytochrome P450 17A1, p450 domain",12971
741,"Cyclooxygenase-1, An_peroxidase domain",17027
743,"Neuropeptide Y receptor type 5, 7tm_1 domain",20032
744,"Protein-tyrosine phosphatase 1, Y_phosphatase domain",100247
745,"Trace amine-associated receptor 1, 7tm_1 domain",100425
746,"Group IIE secretory phospholipase A2, Phospholip_A2_1 domain",100465
747,"Beta-lactamase SHV-1, Beta-lactamase2 domain",101068
748,"Histamine receptor H3, 7tm_1 domain",101145
749,"Carbonyl reductase [NADPH] 1, adh_short domain",101246
750,"Hypoxia-inducible factor 1-alpha inhibitor, Cupin_8 domain",101604
751,"Fibroblast growth factor receptor 1, Pkinase_Tyr domain",10266
752,"Cathepsin K, Peptidase_C1 domain",10496
753,"Butyrylcholinesterase, COesterase domain",10533
754,"Pepsin A, Asp domain",10617
755,"Neurokinin 2 receptor, 7tm_1 domain",10981
756,"MAP kinase-activated protein kinase 5, Pkinase domain",11105
757,"Phosphodiesterase 6A, PDEase_I domain",11250
758,"Receptor-type tyrosine-protein phosphatase beta, Y_phosphatase domain",11441
759,"C-C chemokine receptor type 1, 7tm_1 domain",11811
760,"Aldehyde reductase, Aldo_ket_red domain",12051
761,"Adenosine A1 receptor, 7tm_1 domain",12265
762,"Glutamate receptor ionotropic kainate 5, ANF_receptor domain",12547
763,"Kallikrein 5, Trypsin domain",12584
764,"Sodium/glucose cotransporter 1, SSF domain",12822
765,"Estradiol 17-beta-dehydrogenase 2, adh_short domain",13053
766,"Tyrosine-protein kinase SRC, Pkinase_Tyr domain",17033
767,"Bradykinin B1 receptor, 7tm_1 domain",20003
768,"HM74 nicotinic acid GPCR, 7tm_1 domain",100430
769,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase, EBP domain",100006
770,"C-C chemokine receptor type 2, 7tm_1 domain",100860
771,"Insulin-like growth factor 1 receptor, Pkinase_Tyr domain",100962
772,"Ephrin type-B receptor 2, Pkinase_Tyr domain",101390
773,"Cytochrome c oxidase subunit 1, COX1 domain",101416
774,"2,3-dihydroxybenzoate-AMP ligase, AMP-binding domain",101490
775,"Beta-lactamase, Beta-lactamase domain",103541
776,"Polyadenylate-binding protein 1, RRM_1 domain",103719
778,"Beta-lactamase SHV-1, Beta-lactamase2 domain",102599
779,"Aldo-keto reductase family 1 member C21, Aldo_ket_red domain",102817
781,"Mineralocorticoid receptor, Hormone_recep domain",48
